Language;Code;Number of Responses;H Statistic;Modal Response;Modal Response Percentage;I don't know Response Percentage";Idiosyncratic Response Percentage;Familiarity
Malay English;91;80;0,409780208;mouth;93,50649351;0;3,75;87,8625
Malay English;92;80;1,571451505;seal;67,14285714;3,75;8,75;80,6
Malay English;96;80;1,079031384;milk;83,78378378;3,75;3,75;82,1125
Malay English;97;80;0,413888922;feather;93,42105263;0;5;87,6875
Malay English;98;80;0;tiger;100;0;2,5;90,225
Malay English;99;80;2,239366727;painting;42,85714286;0;3,75;86,6375
Malay English;100;80;0;nose;100;0;1,25;90,125
Malay English;101;80;0,237508144;drum;96,1038961;0;3,75;86,8125
Malay English;102;80;0,316824618;hair;97,33333333;2,5;3,75;84,6875
Malay English;104;80;0,98285869;elevator;57,69230769;0;2,5;89,3
Malay English;105;80;0,320052104;deer;97,2972973;2,5;5;83,3875
Malay English;106;80;1,028454092;greenhouse;86,36363636;5;12,5;79,375
Malay English;107;80;1,690619755;saxophone;70,27027027;5;2,5;75,35
Malay English;108;80;0;calendar;100;0;2,5;89,65
Malay English;110;80;0,779349837;table;76,92307692;0;2,5;87,8625
Malay English;111;80;0;dragon;100;0;2,5;85,8875
Malay English;112;80;0;lung;100;0;2,5;89,0375
Malay English;113;80;1,246256817;lake;76,38888889;0;10;83,6
Malay English;114;80;0;fruit;100;0;0;90,6125
Malay English;115;80;0,657134266;hippopotamus;88,31168831;2,5;1,25;81,575
Malay English;116;80;0,555150109;fire;89,87341772;0;1,25;90,2375
Malay English;117;80;1,213074734;horse;70,66666667;2,5;3,75;80,1625
Malay English;118;80;1,32456986;wound;72,60273973;1,25;7,5;85,3375
Malay English;121;80;0,320052104;maze;97,2972973;2,5;5;84,1375
Malay English;122;80;0,135523134;chair;100;2,5;0;88,8125
Malay English;124;80;0,863566758;corner;85,71428571;2,5;1,25;84,4875
Malay English;125;80;0;kiwi;100;1,25;1,25;87,8
Malay English;126;80;0,519369066;parachute;97,14285714;8,75;3,75;81,1875
Malay English;127;80;1,044705643;sack;86,30136986;6,25;2,5;76,8375
Malay English;128;80;1,698738838;doll;58,44155844;0;3,75;86,4375
Malay English;129;80;0;lemon;100;0;2,5;89,7
Malay English;131;80;0,859641;singer;84,21052632;0;5;88,0375
Malay English;137;80;1,15372053;rat;66,66666667;0;2,5;86,6
Malay English;138;80;0,995727452;refrigerator;53,84615385;0;2,5;88,3625
Malay English;139;80;0;ghost;100;1,25;2,5;84,6
Malay English;140;80;1,699105204;tap;41,25;0;0;84,25
Malay English;141;80;0;sunflower;100;1,25;0;89,225
Malay English;142;80;0;glass;100;1,25;2,5;89,725
Malay English;145;80;0,706274089;bin;80,76923077;0;2,5;89,0125
Malay English;146;80;2,305903048;olive;60,86956522;28,75;13,75;49,9875
Malay English;148;80;1,533471882;pipe;75,71428571;10;2,5;75,25
Malay English;149;80;1,324680674;Keyhole;65,15151515;11,25;6,25;73,8625
Malay English;150;80;1,711224909;puddle;73,52941176;7,5;7,5;79
Malay English;152;80;0;snail;100;0;3,75;88,025
Malay English;153;80;0,232927855;cigarette;96,20253165;1,25;0;85,375
Malay English;154;80;0,904765149;dominoes;86,30136986;5;3,75;78,6875
Malay English;155;80;1,076670373;bullet;87,69230769;12,5;6,25;71,5
Malay English;156;80;1,283482469;flute;50,64935065;2,5;1,25;82,7
Malay English;159;80;0,313668381;beard;97,36842105;2,5;2,5;85,3
Malay English;160;80;0,53923161;wheelbarrow;96,96969697;8,75;8,75;79,5375
Malay English;161;80;0;tie;100;1,25;1,25;87,7625
Malay English;163;80;0;coconut;100;1,25;1,25;87,6125
Malay English;164;80;0,431804994;road;91,13924051;0;1,25;88
Malay English;165;80;0;belt;100;1,25;0;87,875
Malay English;167;80;0,850189833;shoelace;79,22077922;1,25;2,5;87,2875
Malay English;170;80;0,576296637;goal;90,90909091;2,5;1,25;83,7
Malay English;172;80;0,350010593;parrot;93,42105263;1,25;3,75;86,875
Malay English;173;80;0,518318418;pharmacy;92,20779221;1,25;2,5;86,075
Malay English;175;80;0,926504446;painter;65,82278481;1,25;0;86,5375
Malay English;177;80;0;mushroom;100;0;2,5;88,3
Malay English;178;80;1,284355979;bridge;80,88235294;7,5;7,5;75,1125
Malay English;181;80;0;triangle;100;0;1,25;89,475
Malay English;184;80;0;witch;100;1,25;3,75;83,05
Malay English;185;80;0;ball;100;0;2,5;89,9
Malay English;186;80;0,458561383;engine;100;15;7,5;67,6875
Malay English;187;80;0,523587893;city;92,10526316;0;5;87,2625
Malay English;189;80;0,89049164;crocodile;69,23076923;1,25;1,25;87,2625
Malay English;190;80;0;rain;100;0;1,25;88,8375
Malay English;191;80;0,448611704;salad;94,52054795;2,5;6,25;85,3125
Malay English;192;80;0,140796037;thermometer;100;2,5;5;83,2875
Malay English;193;80;0,366735426;jellyfish;97,2972973;3,75;3,75;84,6875
Malay English;196;80;0,598701057;computer;88,60759494;1,25;0;88,4125
Malay English;197;80;2,231495373;compass;62,68656716;6,25;10;73,2625
Malay English;199;80;0;skirt;100;1,25;1,25;87,4125
Malay English;200;80;0,803765796;trumpet;89,18918919;2,5;5;80,925
Malay English;204;80;0,170330576;printer;97,46835443;0;1,25;90,4625
Malay English;205;80;0,498224927;ankle;94,59459459;2,5;5;86,525
Malay English;207;80;0,701623326;scar;88;1,25;5;86,325
Malay English;208;80;0;microphone;100;0;2,5;90,5
Malay English;209;80;0,582679785;boomerang;97,01492537;11,25;5;80,3625
Malay English;212;80;1,832990609;scale;66,1971831;7,5;3,75;75,3875
Malay English;216;80;0,5171043;hammer;95,83333333;6,25;3,75;78,8125
Malay English;218;80;0,904157409;diaper;82,89473684;2,5;2,5;88,075
Malay English;220;80;2,349320729;bird;39,18918919;5;2,5;77,3375
Malay English;221;80;1,231799061;pacifier;85,71428571;12,5;8,75;77,375
Malay English;222;80;0;knee;100;1,25;2,5;88,3125
Malay English;223;80;0,957863024;zip;62,02531646;1,25;0;86,65
Malay English;224;80;0,998959511;paintbrush;51,89873418;0;1,25;88,425
Malay English;226;80;0,235193382;train;96,15384615;1,25;1,25;86,7
Malay English;227;80;0,391243564;wall;92,30769231;0;2,5;83,675
Malay English;228;80;2,907394059;acorn;42,85714286;16,25;13,75;60,1625
Malay English;232;80;2,275830554;llama;40,625;12,5;7,5;68,925
Malay English;233;80;1,1712061;salt;77,63157895;0;5;87
Malay English;234;80;0,942743721;plate;88,15789474;3,75;1,25;81,4375
Malay English;235;80;0,172036949;needle;97,43589744;1,25;1,25;86,05
Malay English;236;80;0,168660931;giraffe;97,5;0;0;88,3
Malay English;238;80;0;puzzle;100;0;2,5;88,7125
Malay English;239;80;1,544292026;woman;57,89473684;0;5;89,4125
Malay English;240;80;2,87991041;castle;36,36363636;11,25;6,25;70,075
Malay English;241;80;0,173781323;eye;97,4025974;0;3,75;87
Malay English;242;80;0,913661787;postman;67,12328767;0;8,75;87,95
Malay English;244;80;0,237508144;bulb;96,1038961;0;3,75;87,5
Malay English;245;80;0;roots;100;0;1,25;87,2625
Malay English;246;80;0,339712371;dentist;94,93670886;0;1,25;86,6625
Malay English;247;80;0;brain;100;1,25;2,5;89,8125
Malay English;248;80;3,043324271;cart;32,20338983;18,75;7,5;64,1125
Malay English;249;80;0,13679965;potato;100;2,5;1,25;85,8
Malay English;252;80;0,860965106;lizard;88,88888889;3,75;6,25;81,7125
Malay English;253;80;0,649805826;choir;89,47368421;1,25;3,75;85,7375
Malay English;254;80;0,399140158;butcher;97,36842105;5;0;85,325
Malay English;255;80;0,985834128;shovel;83,78378378;3,75;3,75;85,525
Malay English;258;80;1,388800942;bread;50,66666667;0;6,25;85,4875
Malay English;260;80;0,173781323;island;97,4025974;0;3,75;88,4625
Malay English;261;80;1,013757689;lamp;77,92207792;2,5;1,25;84,225
Malay English;264;80;0,998102133;hand;52,56410256;0;2,5;89,9625
Malay English;265;80;0,307560083;pirate;97,43589744;2,5;0;85,225
Malay English;266;80;0;heels;100;0;0;87,9625
Malay English;267;80;0,813496638;knot;82,05128205;1,25;1,25;85,4375
Malay English;268;80;0;bed;100;0;3,75;88,8625
Malay English;269;80;0,988851012;chameleon;80,51948052;2,5;1,25;84,275
Malay English;270;80;0,503592679;arrow;91,25;0;0;88,2125
Malay English;271;80;0,461881705;rabbit;92,30769231;0;2,5;88,9375
Malay English;273;80;0;bus;100;0;3,75;87,6375
Malay English;275;80;2,305376343;cape;50,74626866;5;11,25;80,1625
Malay English;277;80;0,737241377;wig;79,22077922;1,25;2,5;85,5125
Malay English;278;80;0,326731096;drum;97,22222222;2,5;7,5;81,925
Malay English;281;80;0,552042345;pomegranate;91,78082192;2,5;6,25;85,6125
Malay English;282;80;0,172036949;rhinoceros;97,43589744;0;2,5;84,325
Malay English;283;80;0,40217919;limousine;92;0;6,25;85,625
Malay English;285;80;0;carrot;100;0;1,25;90,5375
Malay English;286;80;0,138103356;tunnel;100;2,5;2,5;86,075
Malay English;288;80;1,572816814;forest;72;2,5;3,75;80,9125
Malay English;289;80;1,304085786;nail;67,53246753;2,5;1,25;85,825
Malay English;290;80;0;cage;100;1,25;1,25;85,8375
Malay English;291;80;1,543742945;trigger;74,32432432;3,75;3,75;74,9625
Malay English;292;80;0;compass;100;0;6,25;88,3
Malay English;293;80;0,88035943;dinosaur;83,11688312;1,25;2,5;82
Malay English;294;80;0,418089375;plumber;93,33333333;1,25;5;82,5375
Malay English;295;80;0,138103356;flag;100;2,5;2,5;86,6
Malay English;297;80;1,388491646;aeroplane;55,69620253;0;1,25;91,025
Malay English;299;80;0,143609028;ostrich;100;2,5;7,5;85,3375
Malay English;301;80;0;sword;100;1,25;6,25;87
Malay English;303;80;1,839786644;mime;69,23076923;11,25;7,5;72,9375
Malay English;307;80;0,394814846;wing;92,20779221;1,25;2,5;87,0625
Malay English;308;80;0;dice;100;1,25;1,25;86,6125
Malay English;309;80;0;ice cream;100;0;3,75;92
Malay English;310;80;1,267938336;envelope;65,82278481;1,25;0;87,675
Malay English;311;80;0,961236605;shaver;61,53846154;0;2,5;88,2375
Malay English;312;80;0,405760164;flower;93,58974359;1,25;1,25;83,025
Malay English;313;80;0,350103828;barber;94,73684211;0;5;86,6
Malay English;314;80;1,162181189;perfume;81,81818182;2,5;1,25;85,5875
Malay English;315;80;1,140175431;UFO;79,22077922;3,75;0;78,8625
Malay English;317;80;0,773348086;soldier;83,5443038;0;1,25;87,7625
Malay English;318;80;0,172036949;leaf;97,43589744;1,25;1,25;86,7
Malay English;319;80;0;cow;100;0;0;89,5875
Malay English;320;80;0,728827274;church;89,47368421;2,5;2,5;80,1
Malay English;323;80;0;owl;100;0;2,5;88,65
Malay English;324;80;0;fish;100;0;2,5;89,15
Malay English;326;80;0;tomato;100;1,25;0;89,025
Malay English;327;80;0,168660931;helmet;97,5;0;0;87,8
Malay English;330;80;0,913847287;crocodile;67,10526316;0;5;85,125
Malay English;335;80;0,463669472;butter;97,10144928;6,25;7,5;81,875
Malay English;336;80;0;ruler;100;0;2,5;89,2125
Malay English;337;80;1,503745228;monster;64,70588235;8,75;6,25;67,2
Malay English;338;80;1,455060468;present;46,25;0;0;89,05
Malay English;340;80;0;mirror;100;0;1,25;90,7625
Malay English;341;80;2,303608457;flipper;42,30769231;21,25;13,75;66,2375
Malay English;342;80;0,393491321;night;95,83333333;2,5;7,5;84,0875
Malay English;343;80;0;bottle;100;0;3,75;88,25
Malay English;346;80;0;net;100;1,25;5;82,575
Malay English;348;80;2,196823821;capsicum;37,83783784;3,75;3,75;82,5375
Malay English;349;80;0,138103356;lock;100;2,5;2,5;86,6625
Malay English;350;80;0,230709956;bible;96,25;0;0;81,4
Malay English;351;80;0,391243564;butterfly;92,30769231;0;2,5;88,3125
Malay English;353;80;0,998102133;shirt;52,56410256;0;2,5;90,0125
Malay English;354;80;0,457487168;goat;92,40506329;0;1,25;88,8125
Malay English;357;80;0;guitar;100;0;3,75;90,075
Malay English;358;80;0;car;100;0;3,75;88,975
Malay English;359;80;0;knife;100;0;2,5;88,3875
Malay English;361;80;0,294615206;dolphin;94,80519481;0;3,75;87,225
Malay English;362;80;0;pool;100;0;1,25;88,675
Malay English;363;80;0;fan;100;0;0;88,9
Malay English;365;80;1,413041469;hedgehog;62,5;5;5;81,6375
Malay English;367;80;1,701608855;spear;62,5;8,75;11,25;74,3125
Malay English;368;80;0;fan;100;1,25;2,5;85,5125
Malay English;369;80;0;pot;100;1,25;3,75;87,775
Malay English;370;80;0;scorpion;100;0;5;86,0625
Malay English;373;80;1,128795163;cauliflower;76,71232877;3,75;5;84,2375
Malay English;376;80;1,427553887;sculptor;78,46153846;8,75;10;73,725
Malay English;378;80;0,35742889;lobster;94,59459459;1,25;6,25;87,3
Malay English;379;80;0;zebra;100;0;1,25;88,625
Malay English;380;80;0,517962493;gorilla;90,90909091;0;3,75;85,1375
Malay English;381;80;0;strawberry;100;1,25;1,25;90,9125
Malay English;383;80;0,581011233;coin;90,90909091;1,25;2,5;86,1625
Malay English;386;80;0,170330576;bomb;97,46835443;0;1,25;86,4875
Malay English;387;80;0,13679965;stapler;100;2,5;1,25;87,3
Malay English;388;80;1,151729125;handbag;60,25641026;1,25;1,25;86,1625
Malay English;390;80;1,256117191;snow;68,83116883;0;3,75;84,5875
Malay English;391;80;0,173781323;chain;97,4025974;1,25;2,5;85,7875
Malay English;392;80;0,791272045;teapot;87,34177215;0;1,25;88,4875
Malay English;397;80;2,529315146;onion;58,82352941;26,25;10;57,1125
Malay English;398;80;1,372386973;steering wheel;53,94736842;1,25;3,75;87,975
Malay English;399;80;0,960983994;ballerina;77,5;0;0;84,8875
Malay English;400;80;0,177389453;duck;97,33333333;1,25;5;85,975
Malay English;404;80;0,615078022;dragonfly;92;2,5;3,75;87,325
Malay English;405;80;0,45468948;anchor;97,18309859;6,25;5;82,8875
Malay English;407;80;0,177389453;mountain;97,33333333;1,25;5;85,375
Malay English;408;80;0,413888922;finger;93,42105263;1,25;3,75;87,85
Malay English;409;80;1,136016912;cork;88,88888889;25;7,5;60,65
Malay English;410;80;1,999822002;pistachio;61,9047619;11,25;10;67,6625
Malay English;411;80;0,789770402;fist;89,18918919;3,75;3,75;85,675
Malay English;412;80;0,313668381;factory;97,36842105;2,5;2,5;85,475
Malay English;413;80;1,634340697;tattoo;71,05263158;2,5;2,5;80,3875
Malay English;414;80;0;lamp;100;1,25;0;87,275
Malay English;416;80;0,343519741;sock;93,58974359;1,25;1,25;89,7375
Malay English;418;80;0,173781323;curtain;97,4025974;0;3,75;88,2375
Malay English;420;80;1,101576527;throne;76;3,75;2,5;81,8125
Malay English;422;80;0;axe;100;0;3,75;87,7875
Malay English;423;80;0,172036949;egg;97,43589744;0;2,5;90,35
Malay English;425;80;1,591129799;bagpipe;71,42857143;23,75;6,25;52,0625
Malay English;426;80;0;comb;100;0;1,25;88,625
Malay English;428;80;0;crab;100;0;1,25;89,0375
Malay English;430;80;0;bird;100;0;3,75;82,35
Malay English;431;80;0,922564137;glove;66,23376623;0;3,75;86,525
Malay English;433;80;0,294615206;bell;94,80519481;0;3,75;87,55
Malay English;437;80;0,662593873;cannon;93,05555556;7,5;2,5;79,85
Malay English;438;80;0,574961973;thumb;89,74358974;0;2,5;90,1875
Malay English;439;80;0,624547183;volcano;88,60759494;0;1,25;85,2
Malay English;441;80;0,971001002;sausage;89,23076923;10;8,75;75,9
Malay English;442;80;0;pineapple;100;0;1,25;89,5375
Malay English;447;80;0;star;100;1,25;1,25;88,175
Malay English;448;80;0,346563258;jar;94,80519481;1,25;2,5;86,0125
Malay English;449;80;0,468995594;bench;90;0;0;88,55
Malay English;451;80;0,173781323;king;97,4025974;0;3,75;85,875
Malay English;452;80;0;watch;100;0;1,25;89,8625
Malay English;453;80;0;scissors;100;1,25;0;88,575
Malay English;454;80;1,255845511;chicken;59,49367089;0;1,25;87,9875
Malay English;455;80;0,582246305;foot;86,07594937;0;1,25;88,8625
Malay English;456;80;0;oil;100;1,25;0;85,7
Malay English;457;80;1,232255684;pyramid;82,75862069;11,25;16,25;72,4125
Malay English;458;80;1,838266076;cupboard;52,05479452;2,5;6,25;87,1
Malay English;461;80;0,95204028;gun;62,82051282;0;2,5;85,325
Malay English;462;80;0,173781323;fly;97,4025974;0;3,75;86,825
Malay English;463;80;0,975954536;rectangle;81,57894737;1,25;3,75;85,6875
Malay English;464;80;0,625199472;eraser;93,15068493;6,25;2,5;82,175
Malay English;465;80;0,173781323;knife;97,4025974;0;3,75;84,5375
Malay English;466;80;0,472995362;judge;89,87341772;0;1,25;84,375
Malay English;467;80;1,736412544;Clip;48,64864865;5;2,5;81,4125
Malay English;472;80;0,695987077;square;89,47368421;1,25;3,75;86
Malay English;473;80;0,747024296;arm;83,5443038;0;1,25;88,3625
Malay English;476;80;0;apron;100;0;2,5;90,35
Malay English;477;80;0;avocado;100;1,25;5;88,025
Malay English;478;80;0;sink;100;1,25;5;87,7875
Malay English;479;80;0;kangaroo;100;0;5;86,25
Malay English;480;80;0;rose;100;0;1,25;90,375
Malay English;482;80;0,621614355;boat;92;2,5;3,75;83,575
Malay English;484;80;0;squirrel;100;1,25;3,75;87,225
Malay English;487;80;0;basket;100;0;1,25;88,6
Malay English;488;80;0;sun;100;0;2,5;89,5375
Malay English;489;80;0;pizza;100;0;2,5;92
Malay English;491;80;1,751425637;carpet;48;2,5;3,75;86,15
Malay English;493;80;0,669663867;skunk;92,95774648;5;6,25;81,6
Malay English;494;80;0;moustache;100;0;0;86,8375
Malay English;496;80;0,237508144;circle;96,1038961;0;3,75;89,3125
Malay English;497;80;0,622314227;coffin;93,05555556;3,75;6,25;81,9125
Malay English;499;80;0,890304818;boy;80,51948052;0;3,75;87,25
Malay English;500;80;0,954237765;stairs;75,64102564;0;2,5;88,6875
Malay English;501;80;0,64318625;shield;92,85714286;6,25;6,25;79,6375
Malay English;502;80;1,607118987;shepherd;71,64179104;8,75;7,5;77,8125
Malay English;503;80;0;tongue;100;1,25;0;89,7
Malay English;505;80;0;book;100;0;6,25;90,0375
Malay English;506;80;1,160814042;lightning;63,63636364;0;3,75;88,2875
Malay English;507;80;0,707682195;baby;86,25;0;0;89,6625
Malay English;508;80;0;box;100;0;1,25;90,5375
Malay English;509;80;0,524805135;telephone;88,15789474;0;5;88,8375
Malay English;510;80;0,170330576;face;97,46835443;0;1,25;88,5125
Malay English;513;80;0,172036949;lips;97,43589744;0;2,5;91,0125
Malay English;514;80;0,432244441;submarine;95,94594595;3,75;3,75;85,6
Malay English;516;80;0,168660931;calculator;97,5;0;0;90,025
Malay English;517;80;0;rope;100;1,25;2,5;84,45
Malay English;521;80;0,350010593;fox;93,42105263;1,25;3,75;86,125
Malay English;522;80;0,839891423;house;84,81012658;0;1,25;88,8125
Malay English;524;80;2,719895484;red indian;46,66666667;7,5;17,5;70,6
Malay English;528;80;0,172036949;swan;97,43589744;0;2,5;86,675
Malay English;529;80;1,887525903;walrus;59,42028986;6,25;7,5;76,15
Malay English;530;80;0,297472249;fence;94,73684211;1,25;3,75;85,3625
Malay English;531;80;0,941828535;tortoise;64,1025641;0;2,5;88,1
Malay English;532;80;0;clown;100;0;2,5;89,8375
Malay English;533;80;0;shark;100;0;2,5;88,15
Malay English;535;80;1,137665272;lorry;54,54545455;1,25;2,5;87,3875
Malay English;536;80;0,67480031;branch;87,83783784;2,5;5;82,9375
Malay English;537;80;0,909393423;fingerprint;67,53246753;1,25;2,5;87,45
Malay English;539;80;0;astronaut;100;0;2,5;85,325
Malay English;540;80;0,696868055;lighthouse;91,54929577;2,5;8,75;84,125
Malay English;541;80;0;shoe;100;0;1,25;87,075
Malay English;544;80;0;doctor;100;1,25;3,75;88,075
Malay English;545;80;1,455936124;panty;60,52631579;1,25;3,75;88,275
Malay English;546;80;0,168660931;door;97,5;0;0;91,475
Malay English;547;80;0;bat;100;1,25;2,5;87,475
Malay English;549;80;0,409780208;snake;93,50649351;0;3,75;85,85
Malay English;551;80;0,13679965;pumpkin;100;2,5;1,25;87,2
Malay English;552;80;0;apple;100;0;1,25;90,7875
Malay English;554;80;1,125319322;puppet;80,26315789;2,5;2,5;79,2375
Malay English;555;80;2,003782077;teatime;48,68421053;0;5;82,675
Malay English;557;80;0,984255534;wolf;83,11688312;1,25;2,5;82,4375
Malay English;558;80;0,276877555;lighter;100;6,25;8,75;80,325
Malay English;559;80;0;cucumber;100;1,25;1,25;87,7625
Malay English;560;80;0;watermelon;100;1,25;1,25;90,725
Malay English;561;80;0;caterpillar;100;1,25;5;88,0125
Malay English;562;80;0,779914061;toaster;83,33333333;0;2,5;89,125
Malay English;563;80;2,035577773;vulture;42,02898551;10;3,75;71,2125
Malay English;564;80;0;spoon;100;1,25;0;91,1375
Malay English;565;80;0;bell;100;0;1,25;89,3
Malay English;566;80;0,89468934;violin;83,11688312;0;3,75;84,1375
Malay English;568;80;1,024855356;castle;85,33333333;2,5;3,75;82,2375
Malay English;569;80;0,413888922;tooth;93,42105263;0;5;86,5875
Malay English;570;80;1,168377935;bull;70,12987013;1,25;2,5;84,9
Malay English;571;80;0;magnet;100;0;3,75;84,85
Malay English;572;80;1,558667529;juggler;77,27272727;10;7,5;76,025
Malay English;573;80;1,19157661;eggplant;72;2,5;3,75;85,1125
Malay English;575;80;0,139435165;beak;100;2,5;3,75;87,1
Malay English;576;80;0,339712371;glove;94,93670886;1,25;0;83,9625
Malay English;577;80;0,929820907;iceberg;82,66666667;1,25;5;82,675
Malay English;578;80;0,800959108;eyebrow;75,64102564;0;2,5;87,6375
Malay English;579;80;0;elephant;100;0;0;89,7125
Malay English;581;80;1,827721157;asparagus;70,49180328;13,75;10;66,925
Malay English;582;80;1,376388396;lab;56,16438356;1,25;7,5;86,875
Malay English;584;80;0,995727452;toad;53,84615385;1,25;1,25;85,5875
Malay English;585;80;0;ant;100;0;1,25;89,2125
Malay English;586;80;0;iron;100;0;1,25;88,9875
Malay English;587;80;0,340373286;corn;93,67088608;1,25;0;88,85
Malay English;588;80;0,13679965;bracelet;100;2,5;1,25;87,0375
Malay English;590;80;0;broom;100;0;1,25;90,3
Malay English;591;80;0,756618568;towel;86,48648649;0;7,5;85,4375
Malay English;592;80;2,092548283;lettuce;38,46153846;1,25;1,25;86,3625
Malay English;593;80;0;chocolate;100;0;2,5;91,975
Malay English;594;80;1,12357422;syringe;77,63157895;2,5;2,5;86,6125
Malay English;595;80;1,11607628;cube;76,92307692;0;2,5;87,575
Malay English;597;80;0;window;100;1,25;5;84,3625
Malay English;599;80;0,177389453;cloud;97,33333333;1,25;5;86,225
Malay English;601;80;0,175565026;koala;97,36842105;0;5;88,1125
Malay English;603;80;1,346535965;cemetery;54,54545455;0;3,75;86,5125
Malay English;605;80;1,296196337;harp;78,87323944;6,25;5;75,1125
Malay English;606;80;0,926504446;cat;65,82278481;0;1,25;90,15
Malay English;607;80;0,775969586;sweater;86,66666667;1,25;5;84,9625
Malay English;609;80;1,013870648;pencil case;72,36842105;0;5;87,75
Malay English;610;80;0,168660931;honey;97,5;0;0;89,7875
Malay English;611;80;0,680700243;plant;87,17948718;0;2,5;86,5875
Malay English;612;80;0;frog;100;1,25;2,5;86,875
Malay English;614;80;0,339712371;queen;94,93670886;1,25;0;87,175
Malay English;616;80;1,627758902;biscuit;77,96610169;13,75;12,5;70,2375
Malay English;617;80;0,297472249;airport;94,73684211;0;5;86,0125
Malay English;619;80;0,603843622;soap;93,33333333;3,75;2,5;85,325
Malay English;621;80;0,441024066;tank;96,96969697;5;12,5;79,2125
Malay English;623;80;2,43185428;prison;61,29032258;13,75;8,75;70,175
Malay English;624;80;0,310580973;donkey;97,4025974;2,5;1,25;84
Malay English;625;80;2,611137384;sledge;45,45454545;7,5;10;69,3
Malay English;626;80;0;piano;100;0;0;88,3375
Malay English;627;80;0,443458145;sausage;90,78947368;0;5;87,3
Malay English;628;80;0,912346659;scarf;84,21052632;2,5;2,5;87,875
